"","type","airTemperature_K","processTemperature_K","rotationalSpeed_rpm","torque_nm","toolWear_min","target"
"8038","L",300.7,311.8,1603,34.1,17,0
"8039","L",300.7,311.8,1486,47.3,19,0
"8040","L",300.8,311.9,1560,31.8,21,0
"8041","L",300.8,311.9,1498,39.3,23,0
"8042","H",300.8,311.9,1431,48.5,25,0
"8043","L",300.8,311.9,1486,45.1,30,0
"8044","L",300.7,311.9,1486,35.8,32,0
"8045","L",300.7,311.8,1441,38.1,34,0
"8046","M",300.7,311.9,1366,55.1,36,0
"8047","L",300.6,311.8,1471,41.4,39,0
"8048","L",300.6,311.9,1463,38.2,41,0
"8049","L",300.6,311.9,1413,41.3,43,0
"8050","H",300.6,311.9,1604,30.5,45,0
"8051","L",300.7,312,1401,51.1,50,0
"8052","L",300.6,311.8,1652,27.2,52,0
"8053","L",300.5,311.9,1403,45.7,54,0
"8054","L",300.5,311.9,1887,21.7,56,0
"8055","L",300.4,311.8,1405,47.9,58,0
"8056","H",300.2,311.6,1496,41.1,60,0
"8057","L",300.1,311.5,1499,43.4,65,0
"8058","L",300.2,311.5,1549,37.2,67,0
"8059","L",300.3,311.6,1515,44.9,69,0
"8060","L",300.2,311.6,1540,37.7,71,0
"8061","H",300.2,311.5,1426,44.3,73,0
"8062","M",300.2,311.6,1465,41.4,78,0
"8063","M",300.3,311.6,1359,54.1,81,0
"8064","M",300.3,311.7,1551,36.4,84,0
"8065","L",300.5,311.8,1596,34.8,87,0
"8066","M",300.5,311.9,1670,26.3,89,0
"8067","L",300.4,311.9,1868,21.3,92,0
"8068","M",300.6,312,1490,39.8,94,0
"8069","M",300.5,311.9,1676,35.2,97,0
"8070","M",300.5,311.9,1875,22.1,100,0
"8071","M",300.5,312,1867,23,103,0
"8072","L",300.5,312,1646,29.5,106,0
"8073","H",300.5,312,1375,43.2,108,0
"8074","L",300.5,312,1558,36.7,113,0
"8075","L",300.4,312,1631,34.9,115,0
"8076","L",300.4,312,1366,43,117,0
"8077","L",300.3,311.8,1360,48,119,0
"8078","L",300.3,311.8,1547,39.7,121,0
"8079","L",300.3,311.7,1571,31.2,123,0
"8080","L",300.2,311.5,1528,36.1,125,0
"8081","H",300.2,311.5,1432,43.6,127,0
"8082","L",300.2,311.6,1356,53.5,132,0
"8083","H",300.1,311.5,1422,46.2,134,0
"8084","L",300.1,311.4,1438,42.2,139,0
"8085","L",300.2,311.4,1483,44.4,141,0
"8086","L",300.2,311.4,1331,49.8,143,0
"8087","L",300.2,311.4,1463,37.5,145,0
"8088","L",300.1,311.4,1446,40.6,147,0
"8089","L",300.1,311.4,1356,45.7,149,0
"8090","L",300.1,311.3,1676,30.3,151,0
"8091","L",300.1,311.4,1910,23,153,0
"8092","L",300.2,311.6,1375,56.9,155,0
"8093","M",300.2,311.6,1513,40.8,157,0
"8094","L",300.2,311.6,1511,35.7,160,0
"8095","H",300.2,311.6,1662,28.8,162,0
"8096","L",300.2,311.7,1493,48.3,167,0
"8097","M",300.2,311.7,1555,37.4,169,0
"8098","L",300.3,311.7,1452,41.5,172,0
"8099","L",300.2,311.6,1500,39,174,0
"8100","L",300.2,311.7,1603,30.5,176,0
"8101","L",300.3,311.7,1682,27.8,178,0
"8102","L",300.3,311.8,1567,37.7,180,0
"8103","L",300.3,311.8,1413,46,182,0
"8104","M",300.3,311.9,1429,41.6,184,0
"8105","L",300.3,311.9,1692,31.5,187,0
"8106","L",300.4,311.9,1476,48.7,189,0
"8107","M",300.4,312,1596,30.4,191,0
"8108","H",300.3,311.9,1390,49,194,0
"8109","M",300.3,311.8,1607,33.7,199,0
"8110","L",300.3,311.7,1821,26.3,202,0
"8111","H",300.3,311.8,2141,18.5,204,0
"8112","M",300.4,311.8,1553,33.1,209,1
"8113","M",300.4,311.8,1442,45.1,0,0
"8114","L",300.4,311.7,1459,45.6,3,0
"8115","H",300.4,311.8,2496,13.5,5,0
"8116","L",300.4,311.8,1367,57.2,10,0
"8117","L",300.3,311.8,2004,19.6,12,0
"8118","L",300.3,311.7,1406,47.5,14,0
"8119","L",300.3,311.8,1548,33,16,0
"8120","L",300.3,311.7,1333,55.2,18,0
"8121","L",300.2,311.6,1767,26.4,20,0
"8122","L",300.2,311.6,1827,27,22,0
"8123","M",300.2,311.6,1533,46.4,24,0
"8124","H",300.2,311.5,1515,36.8,27,0
"8125","L",300.2,311.4,1568,41,32,0
"8126","L",300.2,311.4,1452,47.8,34,0
"8127","L",300.2,311.4,1433,37.9,36,0
"8128","M",300.1,311.3,1650,33.8,38,0
"8129","L",300.1,311.4,1629,31.3,41,0
"8130","L",300,311.3,1520,39.2,43,0
"8131","H",300,311.2,1393,43.1,45,0
"8132","H",299.9,311.2,1364,49.6,50,0
"8133","M",299.9,311.3,1389,50,55,0
"8134","L",299.8,311.1,1466,46.1,58,0
"8135","L",299.7,311.1,1650,32.4,60,0
"8136","L",299.6,311,1554,36.3,62,0
"8137","M",299.6,310.9,1474,39.7,64,0
"8138","H",299.5,310.8,1600,32.4,67,0
"8139","L",299.5,310.8,1356,54.9,72,0
"8140","L",299.5,310.8,1571,38.2,74,0
"8141","L",299.6,310.9,1658,28,76,0
"8142","L",299.6,310.8,1393,49.9,78,0
"8143","M",299.7,311,1448,49.8,80,0
"8144","L",299.7,310.9,1477,40.4,83,0
"8145","M",299.7,311,1506,42.7,85,0
"8146","M",299.7,310.9,1685,32.1,88,0
"8147","L",299.6,310.9,1533,31.8,91,0
"8148","L",299.5,310.8,1447,41,93,0
"8149","M",299.5,310.7,1488,39.5,95,0
"8150","M",299.6,310.8,1427,50.4,98,0
"8151","M",299.5,310.7,1424,41.3,101,0
"8152","L",299.5,310.7,1472,40.9,104,0
"8153","L",299.5,310.7,1438,45.7,106,0
"8154","L",299.6,310.8,1507,42.4,108,0
"8155","L",299.6,310.7,1393,52.1,110,0
"8156","L",299.5,310.8,1283,52.4,112,0
"8157","L",299.6,310.8,1644,30.9,114,0
"8158","L",299.6,310.8,1498,46.9,116,0
"8159","L",299.6,310.8,1400,40.8,118,0
"8160","H",299.6,310.9,1679,31.2,120,0
"8161","M",299.7,311.1,1618,30.3,125,0
"8162","H",299.6,311,1714,30.2,128,0
"8163","L",299.6,311,1574,35,133,0
"8164","L",299.7,311.1,1574,36.4,135,0
"8165","L",299.6,310.9,1472,40.9,137,0
"8166","L",299.6,311,1552,33.2,139,0
"8167","L",299.7,311.1,1603,31.4,141,0
"8168","H",299.7,311.1,1353,47.1,143,0
"8169","L",299.7,311.1,1690,30.6,148,0
"8170","M",299.8,311.2,1745,26.3,150,0
"8171","L",299.9,311.3,1522,45.7,153,0
"8172","H",300,311.4,1641,34.5,155,0
"8173","L",299.9,311.4,1596,28.9,160,0
"8174","H",299.9,311.4,1497,37,162,0
"8175","L",299.9,311.3,1371,52.3,167,0
"8176","M",299.9,311.3,1445,41.2,169,0
"8177","L",299.8,311.2,1564,40,172,0
"8178","L",299.7,311.1,1439,44.9,174,0
"8179","L",299.7,311.2,1352,52.1,176,0
"8180","L",299.8,311.3,1560,35.4,178,0
"8181","M",299.7,311.2,1616,42.3,180,0
"8182","L",299.7,311.2,1835,23.7,183,0
"8183","M",299.7,311.1,1649,32.7,185,0
"8184","L",299.8,311.1,1452,47.3,188,0
"8185","L",299.8,311.1,2144,17.7,190,0
"8186","L",299.7,311.1,1554,41,192,0
"8187","L",299.7,311,1827,25.4,194,0
"8188","L",299.6,310.9,1448,46.3,196,0
"8189","M",299.6,310.9,1530,38.8,198,0
"8190","L",299.7,311,1983,21,201,0
"8191","M",299.7,310.9,1620,37.2,203,0
"8192","M",299.6,310.9,1630,29.8,206,0
"8193","L",299.6,310.9,1229,65.2,209,1
"8194","L",299.5,310.8,1873,22.3,211,0
"8195","L",299.4,310.7,1426,45.7,213,0
"8196","L",299.4,310.8,1376,53.9,215,1
"8197","L",299.4,310.8,1622,33.6,217,0
"8198","M",299.4,310.7,1492,45.7,219,0
"8199","M",299.3,310.7,1374,48.9,222,0
"8200","L",299.2,310.7,1737,27,225,1
"8201","L",299.3,310.8,1426,42.4,0,0
"8202","M",299.3,310.9,1826,25.1,2,0
"8203","L",299.3,310.9,1669,32.4,5,0
"8204","M",299.4,310.9,1473,40.1,7,0
"8205","L",299.4,310.9,1751,27.8,10,0
"8206","M",299.4,310.9,1446,47.3,12,0
"8207","L",299.3,310.8,1483,43.5,15,0
"8208","L",299.2,310.7,1535,42.6,17,0
"8209","L",299.2,310.7,1477,44,19,0
"8210","L",299.3,310.8,1391,46.9,21,0
"8211","H",299.2,310.7,1636,29.4,23,0
"8212","L",299.2,310.6,1675,33.3,28,0
"8213","H",299.2,310.5,1329,48.9,30,0
"8214","M",299.2,310.5,1548,33.5,35,0
"8215","L",299.2,310.5,1391,45.8,38,0
"8216","L",299.1,310.5,1437,43.1,40,0
"8217","L",299.2,310.6,1370,61.9,42,0
"8218","L",299.1,310.6,1577,37.1,44,0
"8219","L",299.1,310.5,1485,37.8,46,0
"8220","L",299,310.4,1504,34.3,48,0
"8221","M",298.9,310.3,1551,35.2,50,0
"8222","M",299.1,310.5,1428,43,53,0
"8223","L",299,310.5,1755,27.9,56,0
"8224","L",299.1,310.5,1329,54.9,58,0
"8225","L",299.1,310.5,1496,35.2,60,0
"8226","L",299.1,310.5,1532,36.6,62,0
"8227","L",299.1,310.5,1389,61.4,64,0
"8228","M",299.1,310.4,1524,51.4,66,0
"8229","M",299.1,310.4,1422,49.3,69,0
"8230","L",299.1,310.5,1739,27.4,72,0
"8231","L",299.1,310.5,1736,26.9,74,0
"8232","L",299.1,310.5,1419,48.8,76,0
"8233","L",299.1,310.6,1326,49.7,78,0
"8234","M",299.1,310.6,1449,43.2,80,0
"8235","L",299.2,310.6,1534,39.7,83,0
"8236","M",299.2,310.6,1443,50.9,85,0
"8237","L",299.2,310.6,1498,41.1,88,0
"8238","L",299.1,310.6,1796,26,90,0
"8239","L",299.1,310.4,1519,45.3,92,0
"8240","L",299,310.4,1339,49.6,94,0
"8241","L",299,310.4,1483,41.5,96,0
"8242","M",298.9,310.2,2099,20,98,0
"8243","M",299,310.3,1689,29.7,101,0
"8244","H",299.1,310.4,1369,54.5,104,0
"8245","L",299,310.4,1512,38.8,109,0
"8246","M",299,310.3,1303,68.6,111,1
"8247","L",299,310.3,1552,39.9,114,0
"8248","L",299,310.4,1713,28,116,0
"8249","L",298.9,310.3,1456,44.1,118,0
"8250","L",299,310.4,1524,39.8,120,0
"8251","M",299,310.4,1394,45.2,122,0
"8252","L",299,310.4,1981,21.2,125,0
"8253","L",299,310.4,1565,36.1,127,0
"8254","L",299.1,310.4,1657,31,129,0
"8255","M",299,310.4,1625,37.1,131,0
"8256","L",299,310.4,1606,31.1,134,0
"8257","H",299,310.5,1336,56.8,136,0
"8258","M",299,310.6,1587,34.2,141,0
"8259","L",299.1,310.6,1602,39.7,144,0
"8260","L",299.1,310.5,1471,38.4,146,0
"8261","H",299.1,310.6,1332,48,148,0
"8262","H",299.2,310.6,1434,48.4,153,0
"8263","L",299.1,310.6,1921,23.9,158,0
"8264","H",299.2,310.6,1704,30.6,160,0
"8265","M",299.1,310.6,1397,49.5,165,0
"8266","H",299.1,310.6,1791,28,168,0
"8267","L",299.1,310.6,1818,24.1,173,0
"8268","L",299.2,310.7,1540,36.3,175,0
"8269","M",299.2,310.8,1502,39.8,177,0
"8270","H",299.2,310.8,1761,30.4,180,0
"8271","M",299.1,310.8,1517,38.4,185,0
"8272","L",299.1,310.7,1309,51.1,188,0
"8273","L",298.9,310.6,1363,52.6,190,0
"8274","M",299,310.6,1787,22.2,192,0
"8275","L",298.9,310.5,1640,29.2,195,0
"8276","M",298.9,310.6,1720,25.3,197,0
"8277","L",298.8,310.5,1384,52.8,200,0
"8278","H",298.8,310.5,1294,55.8,202,0
"8279","L",298.8,310.5,1464,46.4,207,0
"8280","L",298.8,310.6,1803,25.4,209,0
"8281","L",298.8,310.6,1602,39.1,211,0
"8282","H",298.9,310.6,1519,38.8,213,0
"8283","M",298.9,310.7,1638,33.6,218,0
"8284","H",298.9,310.6,1615,33,221,0
"8285","L",298.8,310.6,1651,33.3,0,0
"8286","L",298.9,310.6,1387,52.7,2,0
"8287","M",298.8,310.5,1678,32.8,4,0
"8288","L",298.9,310.6,1585,38.1,7,0
"8289","M",298.8,310.6,1640,33.8,9,0
"8290","L",298.9,310.6,1406,43.8,12,0
"8291","M",298.9,310.6,1679,35.8,14,0
"8292","L",298.9,310.5,1717,26.9,17,0
"8293","H",298.9,310.5,1429,39.9,19,0
"8294","M",298.9,310.4,1533,44.4,24,0
"8295","M",298.9,310.5,1525,38.5,27,0
"8296","L",298.9,310.4,1739,26.3,30,0
"8297","L",298.9,310.3,1436,39,32,0
"8298","M",298.8,310.2,1595,33.1,34,0
"8299","H",298.7,310.1,1435,45.6,37,0
"8300","L",298.7,310,1637,31.8,42,0
"8301","L",298.7,310.1,1558,37.6,44,0
"8302","M",298.7,310.1,1644,34.1,46,0
"8303","L",298.7,310.1,1641,31.1,49,0
"8304","L",298.8,310.2,1504,41,51,0
"8305","M",298.7,310.1,1506,50.7,53,0
"8306","H",298.8,310.1,1380,44,56,0
"8307","M",298.7,310.1,1549,42.5,61,0
"8308","M",298.7,310.1,1402,69.7,64,1
"8309","L",298.7,310.1,1401,45.3,67,0
"8310","M",298.7,310,1459,40.2,69,0
"8311","L",298.7,309.9,1465,39.7,72,0
"8312","M",298.8,310,1295,52.7,74,0
"8313","M",298.8,310,1529,38.5,77,0
"8314","M",298.8,310,1484,44.9,80,0
"8315","L",298.8,309.9,1739,30.6,83,0
"8316","H",298.7,309.8,1422,40.7,85,0
"8317","L",298.8,309.8,1463,40,90,0
"8318","L",298.7,309.7,1667,30.4,92,0
"8319","H",298.7,309.7,1565,39.3,94,0
"8320","L",298.7,309.7,1393,45.7,99,0
"8321","M",298.8,309.7,1453,47.7,101,0
"8322","L",298.8,309.6,1442,50,104,0
"8323","L",298.7,309.6,1364,44.9,106,0
"8324","H",298.7,309.5,1453,40.4,108,0
"8325","M",298.7,309.5,1394,46,113,0
"8326","M",298.7,309.5,1500,38.8,116,0
"8327","H",298.6,309.5,1523,34.2,119,0
"8328","M",298.7,309.6,1254,57.1,124,0
"8329","L",298.6,309.5,1325,52.2,127,0
"8330","L",298.8,309.7,1424,49.6,129,0
"8331","L",298.8,309.7,1505,39,131,0
"8332","M",298.8,309.7,1392,48.7,133,0
"8333","L",298.8,309.7,1529,44,136,0
"8334","M",298.8,309.7,1477,48.5,138,0
"8335","M",298.8,309.7,1459,47.3,141,0
"8336","M",299,309.8,2240,15.9,144,0
"8337","L",298.9,309.7,1449,48.8,147,0
"8338","M",298.8,309.7,1589,35.3,149,0
"8339","L",298.8,309.7,1740,28.5,152,0
"8340","M",298.8,309.7,1499,40.3,154,0
"8341","M",298.8,309.7,1480,38.1,157,0
"8342","L",298.8,309.7,1751,29.6,160,0
"8343","L",298.7,309.7,1510,40.6,162,0
"8344","H",298.8,309.8,1437,48.2,164,0
"8345","L",298.8,309.7,1609,40.4,169,0
"8346","H",298.8,309.8,1490,35.9,171,0
"8347","L",298.7,309.7,1601,35.7,176,0
"8348","L",298.7,309.6,1665,31.1,178,0
"8349","M",298.7,309.6,1452,42.7,180,0
"8350","M",298.7,309.5,1487,33.6,183,0
"8351","M",298.7,309.6,1382,48.1,186,0
"8352","M",298.7,309.6,1686,26.2,189,0
"8353","L",298.6,309.6,1491,36.9,192,0
"8354","L",298.7,309.6,1442,55.6,194,0
"8355","L",298.6,309.6,1390,50.3,196,0
"8356","L",298.7,309.6,1502,46.7,198,0
"8357","M",298.6,309.6,1344,59.4,200,0
"8358","L",298.5,309.5,1385,46.3,203,1
"8359","L",298.7,309.7,1547,37.4,0,0
"8360","M",298.6,309.6,1525,42.4,2,0
"8361","L",298.6,309.6,1540,35.8,5,0
"8362","L",298.6,309.5,1450,44.3,7,0
"8363","L",298.6,309.6,1353,62.5,9,0
"8364","L",298.8,309.7,1582,45,11,0
"8365","L",298.9,309.8,1396,49,13,0
"8366","M",298.8,309.8,1551,36.6,15,0
"8367","M",298.9,309.8,1836,22.8,18,0
"8368","L",298.9,309.8,1390,49.9,21,0
"8369","L",298.9,309.8,1534,42.1,23,0
"8370","L",298.8,309.7,1953,20.6,25,0
"8371","L",298.8,309.8,1634,33.6,27,0
"8372","L",298.7,309.7,1881,21.7,29,0
"8373","M",298.8,309.7,1448,44.8,31,0
"8374","M",298.7,309.7,1362,50.5,34,0
"8375","L",298.8,309.7,1225,63.4,37,0
"8376","M",298.8,309.6,1384,48.2,39,0
"8377","L",298.8,309.8,1334,49.3,42,0
"8378","L",298.8,309.7,1336,50.3,44,0
"8379","M",298.8,309.9,1331,61.6,46,0
"8380","L",298.8,309.9,1629,31.9,49,0
"8381","L",298.9,310,1776,25.7,51,0
"8382","H",298.8,310,1530,38.3,53,0
"8383","L",298.9,310,1719,27.3,58,0
"8384","M",298.8,309.9,1495,35.2,60,0
"8385","L",298.8,309.7,1450,43.1,63,0
"8386","H",298.8,309.8,1563,38.8,65,0
"8387","M",298.9,309.9,1501,37.1,70,0
"8388","L",298.8,309.9,1351,47.2,73,0
"8389","L",298.9,309.9,1365,46.5,75,0
"8390","L",298.8,309.9,1525,39.7,77,0
"8391","M",298.8,309.8,1288,61.9,79,0
"8392","L",298.6,309.6,1423,42.7,82,0
"8393","M",298.5,309.6,1502,39.4,84,0
"8394","L",298.5,309.5,1428,43.5,87,0
"8395","M",298.6,309.5,1566,38.1,89,0
"8396","M",298.5,309.5,1483,44.8,92,0
"8397","H",298.6,309.6,1593,33.3,95,0
"8398","L",298.5,309.6,1724,26.4,100,0
"8399","L",298.5,309.7,2617,12.1,102,1
"8400","L",298.6,309.7,1294,59.4,104,0
"8401","L",298.6,309.6,1533,40.7,106,0
"8402","H",298.5,309.4,1671,31.8,108,0
"8403","L",298.5,309.5,1370,52.4,113,0
"8404","L",298.5,309.6,1462,45.1,115,0
"8405","L",298.4,309.5,1545,36.6,117,0
"8406","M",298.4,309.5,1484,41.7,119,0
"8407","M",298.4,309.5,1344,45.3,122,0
"8408","L",298.4,309.5,1357,50.1,125,0
"8409","M",298.5,309.6,1572,33,127,0
"8410","L",298.5,309.6,1861,26.9,130,0
"8411","L",298.5,309.5,1548,44.5,132,0
"8412","L",298.6,309.8,1496,37.7,134,0
"8413","M",298.6,309.7,1314,49.7,136,0
"8414","M",298.6,309.7,1422,49.7,139,0
"8415","L",298.6,309.8,1842,20.1,142,0
"8416","M",298.7,309.9,1434,53,144,0
"8417","M",298.8,310.1,1585,31.3,147,0
"8418","H",298.8,310.1,1704,30.7,150,0
"8419","L",298.9,310.2,1971,23.2,155,0
"8420","L",299,310.3,1431,39.9,157,0
"8421","L",298.9,310.4,1546,37.7,159,0
"8422","L",298.9,310.3,1496,36.3,161,0
"8423","H",298.9,310.3,1243,63,163,0
"8424","L",299,310.4,1452,46.2,168,0
"8425","L",299.1,310.6,1380,44.7,170,0
"8426","L",299.2,310.6,1567,38.4,172,0
"8427","L",299.1,310.5,1628,35.9,174,0
"8428","L",299.1,310.4,1505,46.1,176,0
"8429","M",299,310.3,1827,28,178,0
"8430","L",299,310.3,1577,40,181,0
"8431","L",298.9,310.2,1304,57.2,183,0
"8432","H",298.9,310.1,1324,54.6,185,0
"8433","L",298.8,310,1537,39.9,190,0
"8434","M",298.8,310.1,1501,48.7,192,0
"8435","M",298.7,309.9,1654,29.1,195,0
"8436","M",298.7,310,1519,38.1,198,0
"8437","L",298.7,309.9,1371,51.3,201,0
"8438","L",298.7,309.8,1181,65.9,203,1
"8439","L",298.6,309.8,1469,42.8,205,0
"8440","L",298.6,309.8,1637,34.6,207,0
"8441","L",298.6,309.8,1370,56,0,0
"8442","L",298.6,309.9,1630,30.6,2,0
"8443","L",298.6,310,1517,39,4,0
"8444","M",298.6,309.9,1668,32.3,6,0
"8445","M",298.6,309.9,1818,24.9,9,0
"8446","M",298.6,310,1541,36.9,12,0
"8447","L",298.5,309.9,1482,42.1,15,0
"8448","L",298.6,310.1,1439,49.9,17,0
"8449","L",298.5,310,1492,41.2,19,0
"8450","L",298.4,309.9,1725,27.8,21,0
"8451","L",298.4,310,1559,44.2,23,0
"8452","L",298.5,310,1435,42.5,25,0
"8453","M",298.6,310,1512,37.5,27,0
"8454","L",298.6,309.9,1564,37.1,30,0
"8455","L",298.6,310,1522,40.3,32,0
"8456","L",298.6,309.9,1356,59.5,34,0
"8457","L",298.6,309.9,1556,38.6,36,0
"8458","L",298.6,309.9,1393,45.5,38,0
"8459","L",298.7,309.9,1753,26.8,40,0
"8460","L",298.7,309.9,1651,29.5,42,0
"8461","L",298.7,309.9,1372,54.7,44,0
"8462","L",298.7,309.9,1446,43.3,46,0
"8463","M",298.7,309.8,1501,44.7,48,0
"8464","M",298.7,309.9,1411,45.1,51,0
"8465","H",298.6,309.7,1672,27.5,54,0
"8466","M",298.7,309.8,1475,40.5,59,0
"8467","L",298.7,309.8,1469,38.4,62,0
"8468","L",298.6,309.8,1704,28.3,64,0
"8469","H",298.6,309.7,1463,39.1,66,0
"8470","M",298.6,309.7,1280,64.1,71,0
"8471","L",298.7,309.9,1464,38,74,0
"8472","L",298.6,309.8,1332,46.4,76,0
"8473","L",298.5,309.7,1634,37.8,78,0
"8474","M",298.6,309.8,1430,43.1,80,0
"8475","M",298.5,309.7,1523,44.6,83,0
"8476","M",298.5,309.7,1557,37.7,86,0
"8477","L",298.5,309.6,1585,32.2,89,0
"8478","H",298.5,309.6,1579,33.5,91,0
"8479","M",298.5,309.7,1354,60.8,96,0
"8480","L",298.6,309.7,1627,33.4,99,0
"8481","L",298.4,309.6,1477,35.6,101,0
"8482","M",298.3,309.4,1595,29,103,0
"8483","L",298.4,309.5,1520,38.1,106,0
"8484","L",298.3,309.4,1618,31.5,108,0
"8485","L",298.4,309.5,1397,50.3,110,0
"8486","L",298.4,309.5,1450,47.9,112,0
"8487","M",298.5,309.5,1501,40.2,114,0
"8488","L",298.4,309.4,1392,50.1,117,0
"8489","L",298.4,309.4,1385,43.2,119,0
"8490","L",298.4,309.4,1461,46.3,121,0
"8491","M",298.5,309.6,1364,58.7,123,0
"8492","L",298.5,309.5,1579,38.6,126,0
"8493","M",298.4,309.5,1514,38.8,128,0
"8494","M",298.3,309.5,1560,36.9,131,0
"8495","L",298.3,309.5,1542,36.7,134,0
"8496","L",298.3,309.4,1668,27.1,136,0
"8497","M",298.3,309.4,1816,22.6,138,0
"8498","M",298.3,309.4,1509,34.2,141,0
"8499","L",298.4,309.6,1479,37.8,144,0
"8500","L",298.4,309.6,1655,30.2,146,0
"8501","L",298.3,309.5,1711,30.3,148,0
"8502","L",298.4,309.7,1581,34.6,150,0
"8503","H",298.6,309.8,1279,55.9,152,0
"8504","L",298.5,309.8,1468,40.9,157,0
"8505","L",298.4,309.7,1419,41.3,159,0
"8506","L",298.4,309.7,1530,38.6,161,0
"8507","L",298.4,309.6,1710,27.3,163,1
"8508","L",298.4,309.7,1518,39.8,165,0
"8509","M",298.4,309.7,1679,33.3,167,0
"8510","M",298.4,309.7,1870,22.5,170,0
"8511","L",298.3,309.7,1484,44.3,173,0
"8512","L",298.4,309.7,1457,44.2,175,0
"8513","H",298.3,309.6,1546,36.2,177,0
"8514","M",298.2,309.5,1478,36.5,182,0
"8515","L",298.2,309.4,1447,47.1,185,0
"8516","L",298.2,309.4,1443,45.4,187,0
"8517","L",298.3,309.6,1527,30.9,189,0
"8518","M",298.3,309.6,1469,54.8,191,0
"8519","M",298.3,309.6,1681,27.1,194,0
"8520","L",298.3,309.6,1420,44.1,197,0
"8521","M",298.3,309.5,1543,49.9,199,0
"8522","L",298.4,309.5,1376,50.4,202,0
"8523","H",298.3,309.4,1631,29.8,0,0
"8524","H",298.3,309.3,1529,41.7,5,0
"8525","L",298.3,309.4,1468,46.2,10,0
"8526","L",298.3,309.4,1378,52.3,12,0
"8527","L",298.3,309.3,1401,51.9,14,0
"8528","L",298.4,309.3,1531,37.4,16,0
"8529","L",298.4,309.3,1512,35.8,18,0
"8530","M",298.5,309.4,1522,47.4,20,0
"8531","M",298.5,309.3,1615,31.8,23,0
"8532","L",298.6,309.3,1449,46.5,26,0
"8533","L",298.6,309.4,1315,55.5,28,0
"8534","M",298.6,309.4,1465,41.1,30,0
"8535","M",298.6,309.5,1404,43.3,33,0
"8536","L",298.6,309.5,1547,44.8,36,0
"8537","M",298.6,309.5,1426,45.4,38,0
"8538","L",298.6,309.5,1730,30.2,41,0
"8539","L",298.5,309.4,1548,37.7,43,0
"8540","L",298.5,309.4,1517,40.2,45,0
"8541","L",298.6,309.5,1687,29.3,47,0
"8542","L",298.5,309.5,1738,25.2,49,0
"8543","H",298.4,309.4,1512,35.3,51,0
"8544","M",298.5,309.4,1365,48.7,56,0
"8545","H",298.5,309.4,2011,21,59,0
"8546","L",298.4,309.3,1806,27.6,64,0
"8547","L",298.4,309.3,1716,28.4,66,0
"8548","M",298.4,309.4,1666,24.3,68,0
"8549","L",298.5,309.4,1578,36.3,71,0
"8550","L",298.3,309.3,1558,37.2,73,0
"8551","L",298.3,309.2,1456,45.5,75,0
"8552","M",298.2,309.1,1457,49,77,0
"8553","L",298.2,309.1,1467,44.5,80,0
"8554","M",298.1,309,1661,38.2,82,0
"8555","L",298.1,309,1592,33.9,85,0
"8556","L",298.2,309,1596,37.2,87,0
"8557","L",298.2,309,1489,40.6,89,0
"8558","L",298.3,309,1471,48.3,91,0
"8559","M",298.3,309,1505,41.3,93,0
"8560","L",298.3,309,1519,40,96,0
"8561","L",298.3,309,1408,45.4,98,0
"8562","L",298.2,308.9,1332,44.4,100,0
"8563","L",298.1,308.9,1351,52.4,102,0
"8564","L",298,308.9,1500,36.7,104,0
"8565","M",298,308.7,1614,30.7,106,0
"8566","L",298,308.8,1489,36.5,109,0
"8567","M",297.9,308.7,1751,26.6,111,0
"8568","L",298,308.7,1511,45.8,114,0
"8569","L",297.9,308.6,1691,29.6,116,0
"8570","L",297.9,308.6,1757,27.5,118,0
"8571","H",297.9,308.7,1545,35.9,120,0
"8572","L",297.9,308.6,2262,15.7,125,0
"8573","M",297.7,308.5,1559,35.2,127,0
"8574","L",297.6,308.4,1626,32.4,130,0
"8575","L",297.6,308.3,1424,53.9,132,0
"8576","M",297.6,308.3,1648,29.1,134,0
"8577","L",297.6,308.3,1523,39.5,137,0
"8578","L",297.6,308.3,1502,43.2,139,0
"8579","L",297.5,308.2,1489,40.7,141,0
"8580","M",297.4,308.1,1620,31.2,143,0
"8581","L",297.5,308.1,1631,30.6,146,0
"8582","M",297.5,308,1429,45.8,148,0
"8583","M",297.5,308.1,1334,72,151,1
"8584","L",297.4,308,1423,38,154,0
"8585","L",297.4,307.9,1390,47.7,156,0
"8586","M",297.4,307.9,1338,48.5,158,0
"8587","H",297.3,307.9,1461,37.5,161,0
"8588","M",297.4,307.9,1627,34.3,166,0
"8589","L",297.3,307.8,1385,44.4,169,0
"8590","M",297.3,307.8,1538,48,171,0
"8591","L",297.4,307.9,1557,35.5,174,0
"8592","L",297.4,307.9,1606,33.4,176,0
"8593","M",297.5,308,1430,44.5,178,0
"8594","M",297.4,308,1601,34.6,181,0
"8595","L",297.4,308,1356,51.9,184,0
"8596","M",297.5,308.2,1624,30.9,186,0
"8597","L",297.5,308.2,1327,56.5,189,0
"8598","L",297.6,308.3,1410,47,191,0
"8599","L",297.6,308.3,1478,42.3,193,0
"8600","L",297.6,308.4,1460,40.3,195,0
"8601","L",297.5,308.3,1435,40.3,197,0
"8602","H",297.4,308.2,1359,46.9,199,0
"8603","L",297.4,308.1,1729,31.7,204,0
"8604","H",297.3,308,1384,49.1,206,0
"8605","L",297.4,308.2,1297,52.1,211,0
